restaurant_overall_rating,user_rating,user_review,restaurant_num_reviews,restaurant_location,restaurant_name,user_name,user_location,restaurant_phone,restaurant_url
4.0,5.0,"Holy cow (and pig)! What a burger!I was staying in a hotel nearby and I didn't want to go anywhere far to get my dinner, so I went to The Pig and tried it out. Originally I was going to get something to go since I was going to get up early the next day, but there was a spot at the bar with a great beer menu so I sat down instead.I scanned through the dinner menu and I pretty much liked everything. However, I wasn't going to stomach a pig (or half a pig) the night before a 10-mile race so I ordered ""The Burger."" Based on my profile pic you know I am a sucker for the word ""The."" The chef gave every table a sample prior to the meal (stuffed pepper with pork on balsamic vinaigrette) which was a great small dish to get you started for the real meal.The Burger -- 80% beef,  20% pork; face bacon, habanero mayo, gouda, red onion, fries... all for $18. I ordered a medium (I should have ordered a medium rare but I wasn't sure.) The burger was tasty and well-balance with sweetness (habanero mayo), smokiness/fattiness (face bacon) and juiciness (patty). The face bacon was *out of this world* and there was so much going on in one bite. The portion was very generous but they used a brioche so it could be a little messy, especially if you cut the burger in halves. The fries were well-cooked and the dipping sauce was tasty as well.The burger paired well with the brown ale I ordered (Oliver from Maryland) and everything was perfect. I told the bartender to tell the chef how good the burger was and he went straight to the kitchen to tell him, that showed how much they valued customer's feedback.I looked at other dishes around me and they all looked great! If you are a fan of ""The Other White Meat"" stop by if you're in DC!",802,"Washington, DC",The Pig,Kevin M.,"New York, NY",2022902821,/biz/the-pig-washington-2
4.0,5.0,"I eat meat at most once a week and pork is probably last on my list if I have a choice. But with numerous recommendations from my co-residents, I decided to invite my bestie and her boyfriend for a double date. My husband and I were first to arrive and were seated promptly. The ambiance was far from what we expected from their website (dark, chic gastropub), it instead reminded us of Hill Country BBQ (much more laidback - outnumbered by large families with kids). Although my bestie and her bf arrived closed to 45 mins late, our server was more than patient with us and allowed us to wait for our guests before ordering. Among the 4 of us, we decided to share 8 small plates (our server recommended 3 plates each but we were stuffed with just 2). Meatballs, ribs, face bacon, wild boar berries, Prochetta, and pig tail soon swamped our table. Meatball - flavorful but not too unique. Loved the squid ink gnudi and wished they offered it as an actual side! Ribs - wasn't a big fan of their barbecue sauce. It tasted like straight ketchup. However the ribs were juicy and well made! Face bacon - beyond amazing and definitely well worth the calories. At first glance, i thought I would just be biting into pure fat, but instead it was quite meaty and light! The maple glaze - genius. I should have ordered 8 of these babies. $5 each? What a steal! Wild boar - the boar was tender but could use more seasoning. The red wine sauce was underwhelming and berries didn't contribute any flavors to this dish. I did however love the cheese grits underneath. Prochetta - my least fav dish, dry and one dimensional flavor (salty). Pig tails - I would have thought they were ribs but instead these were much better! The spicy BBQ sauce had an amazing Asian kick. The Bleu cheese sauce was the perfect condiment. Although we were stuffed - Complimentary house made bread with peanut butter lard was too hard to decline. We must had refilled and devoured at least two baskets. And As if we didn't have enough to eat, we also made sure we didn't skip desserts - peach cobbler and toffee pudding - well worth the indulgence! There were some misses but overall we loved our pig feast! Service was attentive and friendly. Price was beyond fair for its originality and quality. So excited to return for more face bacons and their changing menu!",802,"Washington, DC",The Pig,Wing C.,"Manhattan, NY",2022902821,/biz/the-pig-washington-2
4.0,5.0,"I've lived in DC for 7 years, in the 14th Street area for two and for some reason last night was the first time I've ever been to The Pig - I am kicking myself for being such a fool and not accepting this pork godliness into my life and belly sooner. Our meal was pretty simple, blue cheese plate to start (please never take that off the menu it is golden) and two burgers. Everything was absolutely perfect and I am sitting at my desk salivating over the burger. Go! You won't regret it!",802,"Washington, DC",The Pig,Jennifer T.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,5.0,What a wonderful experience. The food was amazing and our server Louis was wonderful. He pointed us to all the right dishes :) will certainly be back!,802,"Washington, DC",The Pig,La R.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,4.0,Great restaurant in a great location. This place had good drinks and food and attracts a fun crowd. Great to grab something to eat either with friends or by yourself,802,"Washington, DC",The Pig,DC F.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,3.0,"Was excited to try the pork palace here.  I have recently gotten into eating more pork bc it is so flavorful.Sat down and was greeted by a very nice waiter, full of personality.  Started off with the major, it is like a spicy margarita, tasted excellent! My friend stuck with water.  Looking over the menu, saw that they have kind of a tapas style of eating with many small plates, thy also have about 4 large entrees to choose from.We decided to go with a small plate of ribs to start.  I like the sauce, but was very disappointed in the texture of the ribs, they were too tough.  I like a fall off the bone rib and this was holding on for dear life.For the entrees we got the pork shank and pork chop.  I enjoyed the shank bc it was very tender and came smoothly off the bone.  The pork chop on the other hand was unevenly cooked, luckily we weren't too hungry so we couldn't finish it, but I wouldn't have eaten the burnt part anyway.  The atmosphere is very casual, nothing to write home about.  I felt like I was in a restaurant in Kentucky.Decent place if u like pork, I was expecting  a lot better.  I was impressed with the service and the shank.",802,"Washington, DC",The Pig,Saam T.,"Arlington, VA",2022902821,/biz/the-pig-washington-2
4.0,3.0,"Cool atmosphere, it's called The Pig so it better be cool!  Lots of bourbons and good beers. Drinks: I ordered a old fashion, it was ok. A little short on the pour but it tasted good. Well balanced. The bartender seemed to know what she was doing. Food:  Appetizer:  Crackling salad, it had potential. Love the ingredients but it was a bit salty. Made me want to order a beer, was that the plan!?Entree:  Jerk pork, the guy next to me had it and the bartender recommended it. She said she ate it 5x's this week. It actually was quite good. Pork had Good flavor, subtle not overpowering, good spice. Maybe a little watery. Rice n beans were good. Zucchini was aight.",802,"Washington, DC",The Pig,Chad M.,"Manhattan, NY",2022902821,/biz/the-pig-washington-2
4.0,5.0,"Sweet bloody pig!!! This place is amazing! Don't bring your vegetarian friend though. We found this place once again, thanks to Yelp. It was near our hotel and we were looking for a place near by to grab a quick lunch. Good ting we called first because although they were open (the bar, I guess) they didn't serve food until 5:00PM.  Since our mouths were all watering due to the reviews and pictures we'd already seen on Yelp, we decided to make an early dinner reservation. Boy are we glad we did!We started with the Sausage Board and the Face Bacon... Oh my god... then we shared the pulled pork dish that came with truffle crusted mac n cheese... Oh my god!!! I can't even begin to tell you how perfect all the food was. Just go... I cannot put the explosion of flavor that happens in your mouth into words.The drinks... if you love spicy like my husband and I do... order the Old Major. This might possibly be the best Martini I've ever had. It's made with their house jalapeño infused vodka mixed with something citrusy. You really have to sip it because it's that spicy. My husband had initially ordered a beer and switched it to the Old Major because it was awesome. Our cousin ordered a bloody mary and they were happy to make her one. On the second round the bar tender surprised her with their brunch version which I believe may be called the bloody pig. It's a bloody mary with strips of bacon in it. Need I say more?I love you, The Pig! I hope we meet again soon! PS. The piggies on the bathroom's wall paper made my day.",802,"Washington, DC",The Pig,Milena O.,"Miami, FL",2022902821,/biz/the-pig-washington-2
4.0,3.0,"The Pig was very hit or miss for me. I really enjoyed about half of the small pig charcuterie plate (particularly the honey mustard - which was amazing - and the spicy meat. The other half was flavorless.My table also ordered the sweetbreads (good, if you don't look up what you are eating), the face bacon (excellent), and the whipped potatoes (awful, and tasted like they were from a box). I found myself looking enviously at the people who ordered giant meat platters. The beer selection is decent, and the cocktails are pretty good. The service was also attentive.",802,"Washington, DC",The Pig,Jenna L.,"Arlington, VA",2022902821,/biz/the-pig-washington-2
4.0,4.0,"From out of town, looking for a decent pulled pork sandwich.  Found it!   Lots of other great stuff on the menu, however the pork shoulder sandwich w/slaw and an IPA for under $15 filled me up without emptying the wallet.",802,"Washington, DC",The Pig,Chuck S.,"Chadds Ford, PA",2022902821,/biz/the-pig-washington-2
4.0,5.0,"This place is amazing, the food is to die for and the service is great, we came for happy hour and the bartender Sargeant was very nice and helpful and gave us great suggestions from the menu ! I had the smoked pork sandwich which was delicious, and my friend had the fried chicken one which was just as good ! I'm definitely coming back here!",802,"Washington, DC",The Pig,Natalia P.,"South Miami, FL",2022902821,/biz/the-pig-washington-2
4.0,3.0,"When browsing the restaurants and reviews in DC, this place caught my eyes. Happy Hour everyday at the bar with Bourbons and pork from any portion of the pig including face bacon. Sounds really tempting!! The food & drinks are really good but I would just have a second thought of whether it really worth the price? Full review with more photos: wp.me/p5e05O-jq",802,"Washington, DC",The Pig,Monica W.,"Columbia, MD",2022902821,/biz/the-pig-washington-2
4.0,2.0,"My colleagues and I were in DC for our Board meeting last month, on July 18. It was 8 of us & we opted to sit outside. It was about 530 pm. The table was open and it seemed convenient enough. We ordered the Big Pig charcuterie board and most of us had the Chili Margarita, others had beer. Let's start with the food.Food: The charcuterie was mediocre, the cuts didn't look or taste fresh. There were 4 assorted cuts, 3 half pickles, some skimpy dry looking carrots and just a sprinkle of zucchini with sauces. For $42, I don't think the quality was what it could have been. Service: Here's what earned this restaurant only two stars. One other colleague joined us so I went inside to ask if we can bring out another chair. The girl at the podium said no because of some kind of DC code that only permits them to have a total of 8 people sitting outside. Ok fine. It wasn't even that she said no but the way she said it, just rattled off the ""policy"" without offering a solution. It wasn't until I asked what else we could do that she said she could check if they had a table for us inside. At that hour the restaurant was 3/4 empty, but she said she would need to check. So she checked with her manager, Devan, who came over and explained that she did have a table and could move us inside. Great! So I went outside and told the rest of our group. Everyone started to get ready for the move when Devan came back and informed us that ""you can only have the table until 7 because it is reserved for another group at that time."" Basically she let us know we would have to vacate the table in an hour. We had only ordered the charcuterie and some of us were planning to get dinner so we likely needed more than the hour. This might have also been ok if it wasn't for her demeanor. She said this without much tact or even an apology. No sense of customer service whatsoever. It was as if she could care less about the experience we had at her restaurant or the fact that we were being inconvenienced. She was short and not courteous at all in the way she handled the situation. Needless to say, we did not feel welcome so we decided to leave. Having dined at many restaurants all over the U.S. I've come to really value service. I think it is a key component and a determining factor in a customer's experience. So I can't say enough about how much a simple smile and a more tactful/pleasant approach & demeanor would have done to change the outcome of our visit. Devan, if you're reading this, next time this happens remember that while a persons experience at a restaurant is about the food it is GREATLY about the ""experience"" that customer has. Unfortunately, you completely missed the mark as our experience at Big Pig was less than satisfactory.",802,"Washington, DC",The Pig,Cristina G.,"Chicago, IL",2022902821,/biz/the-pig-washington-2
4.0,4.0,Came here for happy hour on a Friday and it was great! The little pig charcuterie platter was delicious and so was the bourbon flight and oatmeal stout. We def want to come back and try dinner. Service at the bar was also spot on!,802,"Washington, DC",The Pig,Merry M.,"Falls Church, VA",2022902821,/biz/the-pig-washington-2
4.0,4.0,"The Pig was a fabulous brunch! We made reservations and were seated immediately. Service was quick and friendly. We started with the biscuits - so yummy! The honey butter was great. The side of ham was a bit on the salty side, but that was my only minor complaint. I got the eggs Benedict with pulled pork. DIVINE. So heavy and filling and delicious - def could have forgone the biscuits (though that would have been a tragedy). The eggs was cooked to perfection, they were generous with the pulled pork, and the American cheese was so yummy (never thought I would say that). You get so much food for the 13$ price. Where I was disappointed was the cocktail - I had the prosecco and strawberry cocktail. It was meh. The strawberries were way too chunky, making the drink hard to sip (I was thinking more of a purée). They have some yummy sounding bloody Mary's - alas, I don't like tomato juice. Bravo Pig! I will be back.",802,"Washington, DC",The Pig,Ashlee C.,"Santa Clara, CA",2022902821,/biz/the-pig-washington-2
4.0,3.0,We came here for brunch on the earlier side. I had their pork with waffles and thought it was average. Nothing really memorable. Prices are reasonable though.,802,"Washington, DC",The Pig,Sandy L.,"Manhattan, NY",2022902821,/biz/the-pig-washington-2
4.0,3.0,"I had high hopes for the Pig due to the fact I love everything pork. My wife and I popped in one day to grab a quick bite and were not all that impressed with the food. The flavor and tenderness of the meat was uninspiring. We may give it another go sometime, but it will be a hard sell with so many other choices nearby.",802,"Washington, DC",The Pig,Mark E.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,4.0,"If I could give this 4.5 stars, I would. The only reason it's not a 5-star review is because it simply wasn't ""spectacular."" The Pig IS a very good restaurant with excellent food and wonderful service. The food was flavorful, well-portioned and beautifully presented.I highly recommend the skillet cornbread with bacon jam and honey butter. As my husband put it, he could eat the butter by itself, and so could I. We also ordered the sausage board, which is PLENTY of meat for two people. The umami mustard is out of this world and really took the meat to another level.We opted to share the 6-course Thai Pig Menu. This was a very solid choice. It was also plenty of food to share (for two), especially when you order a few starters.These aren't the exact menu item names, but I'm doing my best from what I wrote down: a deviled crab egg (we could have eaten a dozen; you're served one), crudite veggies from the restaurant's farm with a tomato-type sauce (this was AMAZING, I'm not doing it any justice), a cold beef salad, beef coconut curry with noodles, pork loin served over rice (very spicy, IMO) and coconut sorbet to finish the meal.I think my only wish is that I had experienced more meat in a purer form. Aside from the sausages, most of the dishes were intricate and flavorful - not a bad thing. Then again, I should probably have just ordered a delicious piece of pork if I wanted pure meat :)The service was excellent. Our waitress was very knowledgeable about the menu. We dined around 11 PM, probably right before the kitchen was closing. We were able to order exactly what we wanted with no rush to finish, and our waitress also asked if we wanted to order more hot food before the kitchen officially closed (about halfway through our meal).Note: This lovely restaurant is literally, as stated, ""nose to tail."" Pig testicles are on the menu, and I almost wish I had been brave enough to order those. Almost.PS: Check out the bathroom. It's adorable.",802,"Washington, DC",The Pig,Melissa L.,"New York, NY",2022902821,/biz/the-pig-washington-2
4.0,5.0,"The Pig.  Wow the food is so delicious the menu original and the service, well lets just say the chef explained  each dish  on the tasting menu as it was delivered. Awesome and we will definitely be back.",802,"Washington, DC",The Pig,Michelle B.,"Brandywine, MD",2022902821,/biz/the-pig-washington-2
4.0,4.0,"An impromptu stop led me to this spot.  To me that's the true sign of testing a new spot, no preconceived ideas, no expectations...That said, I was alone, on business and tolerating a huge hunger-pain.  The Pig was engaged to resolve this.  Result?  They did so in a modestly-elegant way. I ordered the crispy pork shank which was beautifully plated and honestly looked just like a freshly plucked pork heart...  That worked for me!  It came accompanied by sweet potato, kale (which might have been a tad overcooked but still delish) and pancetta bacon in a cider sauce.  I also order the ""squealer"" which was a refreshing and simple cocktail that complemented my entree.After this experience, I must give proper due to my fellow-Yelper @MartinC. whom coined the phrase Porkdom, which I am not capable of refuting.  Pork-on Martin, pork-on...",802,"Washington, DC",The Pig,Edgar C.,"Miami, FL",2022902821,/biz/the-pig-washington-2
4.0,4.0,Very cozy slighty dim laid back style restaurant. Definitely make a resversation gets busy for dinner at least. The staff is wonderful !!! Appetizer Little pig. It was just okay. It could have had a bit more bread and some cheese. Next Venison pappardelle it was great very tasteful you could taste the venison. Makes a good kids meal. Reasonably priced to. Crispy pork shank not too impressed at all. Its there biggest item. It was as though all they added to it was salt then dip fried perhaps baked it for a few minutes. It was bland no seasoning. Not speacial at all. The bartender Kayle was awesome.Our server oops dont remember his name white bald headed was fantastic very personable and professional. The manager black guy made sure we were taken care off. He got his hands dirty.,802,"Washington, DC",The Pig,Nicoleen R.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,4.0,"Amazing food! Service was great too. We had brunch here: pork chop with eggs, and chicken and waffle. The "" face"" bacon was the jam.",802,"Washington, DC",The Pig,Mark E.,"Elon, NC",2022902821,/biz/the-pig-washington-2
4.0,5.0,"My recent visit to The Pig was a great way to start 2015's culinary expedition.  I haven't been to The Pig in a while, but it was better than I remember.  My friend and I started out with the bacon apples (delicious), face bacon (delicious), and the crispy sweetbreads (delicious).  So, needless to say, the meal started off well.  I then followed up with an entree of the crispy pork shank.  This is The Pig's go to item and it doesn't disappoint.  A huge piece of crispy, juicy, and delicious pork, there's not too much more you could ask from a pork dish.  If you're a fan of pork, which I'm not quite sure how you couldn't be, you need to make the effort to head on over to 14th street and try their great dishes.",802,"Washington, DC",The Pig,Matt S.,"Logan Circle, Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,4.0,"The eggs, bacon and fries were really good - Mac & Cheese beyond great but the pork sausage was dry. The pork steak and waffle is an odd combo that worked excellent together.  The pulled pork Benedict was  good too.So why not five stars? It was a combination of not getting the sausage right, one in our party was disappointed with her eggs that were over cooked and the waitress just wasn't excited about serving our family.",802,"Washington, DC",The Pig,Bill W.,"McAllen, TX",2022902821,/biz/the-pig-washington-2
4.0,5.0,"Fabulous find, thanks to other Yelpers! A fun, attentive, hip place. The food was fabulous. I think we had the best French fries I ever had...besides the pulled pork, mac & cheese with the breadcrumb crust...yum.  Our waitress was so friendly. She even sent us a tasting from the kitchen, and helped with decisions! I loved the Groundskeeper Willie drink, too. Considering having drinks, & desserts, it was one of the more reasonable places we ate at in Washington. Can't wait to come back.",802,"Washington, DC",The Pig,Michele G.,"Ridgefield, CT",2022902821,/biz/the-pig-washington-2
4.0,2.0,"The food at the pig was okay, but it was over priced and under seasoned. Everything from the elk tartar, to the green beans was in desperate need of a pinch of salt. Normally, I never even think to touch the salt shaker on the table. In keeping with the theme of no salt, it wasn't even available on the table, but I really wanted it. I had the crispy pork shank and my husband had the Wiener schnitzel. Both were under seasoned. The face bacon was the only dish I really really liked. Everything else was disappointing. It wasn't bad, just disappointing. I'll put it this way, if I were Tom Collicchio, the chef would have been going home.",802,"Washington, DC",The Pig,Alonzo T.,"Chicago, IL",2022902821,/biz/the-pig-washington-2
4.0,4.0,"More like 3.5 stars, but I rounded up thanks to the excellent, friendly service.The food here is intended  for sharing .. so portions are slightly smaller than a full entree but can easily satisfy someone who's looking for a good sized meal.The food here for the most part is decent and very unique.  It's not everyday you can enjoy a starter dish of crispy pig ears.  But it's not all about flash - because in the end, it's all about the taste and here were some of my takeaways:Carrot Salad - It was literally a salad with some carrots sprinkled on top.  At least the greens were fresh and the dressing wasn't overpowering.Hamachi - The sashimi style fish was fresh, but the taste was so so.  Again, looked great but I didn't have any major takeaways in terms of flavor.Mac & Cheese - Very good.  The crusted top with the gooey macaroni was divine.Bacon Potato Salad - This was okay.  Not a lot of flavor in the potato or bacon, which was surprising.Porchetta Char Sui - Not bad.  The flavor of this dish was stronger than anything else we had.  The richness of the pork belly was nicely contrasted with the bed of beans.Pork Rib (Full Sized) - This was literally a big slab of meat from one big rib.  I thought the flavor was alright, but it was surprisingly bland given the nature of the dish.  This was one dish where I thought it really needed some additional sauce.  At least the meat was tender.Sticky Toffee Pudding - By far the best part of the meal.  Outstanding dessert where you have a trio of cake, ice cream and this ridiculously tasty spiced burbon cream.  You should eat in that order for maximum effect (take a bit of cake, smother in ice cream and smother in cream = mmmmmm).Someone here mentioned that this place feels like The Pig is trying too hard.  I sort of have to agree in that despite having a host of unique dishes - the taste just doesn't match up to the presentation for the most part.  The nature of this kind of food begs for more flavor/taste - and most of the dishes we tried that night seemed to fall short of the mark.  I would definitely come back in the future just to see if maybe we went on an off night, but at least the dessert was amazing.  I also enjoyed the cider beer, which had the sweetness of apple juice but also packed a decent kick (if you're not careful, since it's easy to chug a lot of these drinks).",802,"Washington, DC",The Pig,Kevin W.,"Manhattan, NY",2022902821,/biz/the-pig-washington-2
4.0,4.0,"* BOURBON TASTING for HAPPY HOUR *happy hour is from 4-7pm.  virtually everyone at happy hour whom we saw around the bar had the bourbon tasting.  sometimes when you have tastings, they tell you quickly which is which...how is one to remember?  here, they have four types of bourbon with the names and the tasting notes on a paper under each glass for $8.  there were other food items on the happy hour menu but we decided to go with bonk's bbq (bonk is the chef) since it was a day special. we had the bbq for 2...pig out.  but i didn't feel like it was a lot of food for what it was.  the portion size was fine for us but i could see how others would complain about how it wasn't enough meat in terms of quantity.  there were four type of meat: brisket, sausage, ribs, and pulled pork.  we chose mustard greens, mac n' cheese, and green lentils for sides.  we especially enjoyed the brisket and the mac n' cheese.  the brisket was tender and flavorful.street metered parking available.",802,"Washington, DC",The Pig,Jenny K.,"Los Angeles, CA",2022902821,/biz/the-pig-washington-2
4.0,5.0,"Absolutely delicious.  Food was great, the drinks were great.  We had good service and it was a lot of fun.  It wasn't empty, but wasn't so packed you couldn't get to the bar.",802,"Washington, DC",The Pig,Alexandra D.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,5.0,"Our party of 4 was made up of 2 kids and 2 adults. My picky kids created their own orders while my husband and I ordered directly from the menu choices. Our waiter had no issues with my kids strange orders. The food was great! I had the pulled pork and it was amazing! My husband had a burger and really enjoyed his food as well. The service was excellent! Since we were visiting from out of town, we didn't know that the place would be so busy. The staff was very friendly and brought us drinks while we waited. The interacted well with my kids, which is always a plus for me, and suggested places the kids would like during our vacation. Every part of our experience at The Pig was great and I would recommend it to anyone.",802,"Washington, DC",The Pig,Renee H.,"Orlando, FL",2022902821,/biz/the-pig-washington-2
4.0,3.0,"I was generally underwhelmed. We brought an old friend here for brunch on a Saturday. We chose it because of the great reviews and porky raves. It's near the convention center so it's easy enough to get to. The face bacon was ok, I come from a culture that's very pork oriented so I was hoping for crisp salty goodness, but found it rather soggy and one dimensional in flavor. I had the breakfast biscuits and  gravy, hubby had breakfast pizza and friend had Mac n cheese. Nothing outstanding the supper menu looked interesting but initial disappointment is hard to shake off. Would not recommend nor return.",802,"Washington, DC",The Pig,M H Z.,"Fairfax, VA",2022902821,/biz/the-pig-washington-2
4.0,5.0,"First time here, Brunch Menu, food was delicious, waitress was really nice (Shani), suggested some really good food. Even though we live in NY this place is always going to be ""on the way"" to wherever we're going. Try the Lard Donut, Face Bacon, Breakfast Poutine, Cheeks & Egg and lastly get a drink called The Pig, Bloody which is bacon infused vodka with other great stuff!!",802,"Washington, DC",The Pig,Boris K.,"Brooklyn, NY",2022902821,/biz/the-pig-washington-2
4.0,5.0,"Ooooh my gosh, this place is now one of my favorite restaurants in DC. I loved the atmosphere-- not so sterile-hotel-feeling like so many DC restaurants. But better yet, as someone who works pretty late during the week, I am VERY grateful for a restaurant with a Sunday happy hour! Not to mention one with a killer happy hour menu. The pork roll was just incredible, as were the pork biscuits. For $9 for BOTH you should not skip either :) The pulled pork sandwich was also delicious and a steal. We got great service and it wasn't packed. Just can't say enough good things! Will definitely return.",802,"Washington, DC",The Pig,Arin S.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,4.0,Tripped over The Pig by mistake and sure glad we did. This is the kind of little interesting restaurant which makes eating out a fun adventure. The menu holds lots of interesting pig delicacies and the ambiance is hip and amusing. I'm glad they don't offer nutritional information on the menu as I know I wouldn't do well.,802,"Washington, DC",The Pig,Craig H.,"Mechanicsburg, PA",2022902821,/biz/the-pig-washington-2
4.0,5.0,"I've definitely found a winner here.  This may be the best restaurant I have found in DC, and I have been trying different resturant every night for almost a month.It is a unique and gourmet take on the whole bacon fad.  I was getting annoyed by the recent trend towards bacon everything, but this place makes the trend tolerable and easy to embrace by introducing fresh and workable pork dishes and drinks.  They do small plates which are fairly priced.  The staff is warm and inviting, and the wait time is bareable since they will text you when your table is ready, allowing you to go explore during your wait.I was disappointed with the house pickles which were very immature, but the executive chef quickly apologized and offered a free dessert.  This place is a must try.",802,"Washington, DC",The Pig,Kim A.,"Baltimore, MD",2022902821,/biz/the-pig-washington-2
4.0,4.0,"Could have sworn I reviewed this already. Came here a few times, Drinks are always solid, but I still usually prefer straight whiskey, of which they have a decent selection.The food was exceptional the first time, less so the last time I went (but still good). I recall some pork cheeks which were simply amazing, but were done differently when I went back and simply weren't as good. They do change the menu (seasonally?), which is nice, but why mess with something that's so good? It's ok I guess, gotta experiment.I should come here more often...",802,"Washington, DC",The Pig,Michael G.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,4.0,"The reservation system via Yelp was very easy and convenient since I needed to make it before the restaurant opened. I received a text confirmation and a reminder just beforehand, too. The food was very tasty with creative combinations. I had the merlot wine, beet salad (amazing toppings of nuts and sauces!), brussel sprouts (roasted to perfection!), and apple bacon (crispy bacon wrapped around roasted apple slices, topped with pistachio sauce...my favorite!). I really enjoyed the ambiance service was very friendly and helpful. I deducted a star because the prices were a bit higher than I think the food portions (tapas) warrant. Also, I only wanted to order two small plates, but the waitress insisted that three were necessary to complete a meal. I was satisfied after two.",802,"Washington, DC",The Pig,Jo L.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,3.0,"Went for a friend's birthday and once for snacks/drinks. Here's the thing. It's good but I just don't think it's mind blowing out of this world like some people claim. I've tried the mac and cheese and it's good but nothing to rush back for or tell my neighbor about. I had a small plates gnocchi that was really great and the best thing i've had there. The meats are good but again there's nothing for me that stands out that much.I would take a look at the menu maybe before dining. It changes a lot which is good, but then on the flip side, a few times we've thought about going, the menu didn't excite and we found ourselves looking else where. Definitely worth a try but when the waits bad, I wouldn't be too upset moving elsewhere.",802,"Washington, DC",The Pig,Dan L.,"Washington, DC",2022902821,/biz/the-pig-washington-2
4.0,5.0,"To write a review or to not write a review. Tis is the question. Do I profess my love for the pork shank or the Brussel sprouts which has caused me to wallow in its savory goodness. Risk coming here only to be told they have ran out of my beloved.  But I must pay tribute to perfection  where tribute is due.Stay astray from the bourbon drinks which may be the perfect size for an elf but not me. Delicious? Why yes but not worth it's weight in gold. I too wasn't crazy for the sausage platter but the bacon was f'ing amazing. It is decadent, luscious, juicy as it is crispy.  Yes, makes no sense but tis true. It's small my friend but only a small morsel is what you will need. It's like chewing on tobacco. flavor after flavor with every chew.Come here, come hungry. But whatever you do, leave me a serving of that pork shank. It is juicy as it is crispy. A 15 in a spectrum of 1 to 10.",802,"Washington, DC",The Pig,lyanna t.,"Silver Spring, MD",2022902821,/biz/the-pig-washington-2
4.0,4.0,"Yowzer!!! Very unique very cool place to eat.  Definitely a dining experience worth writing home about with an abundant of cocktails to explore. It's called The Pig, if you don't like pork pick something else.",802,"Washington, DC",The Pig,Tom C.,"Pittsburgh, PA",2022902821,/biz/the-pig-washington-2
4.0,2.0,"Food was just meh!!! Liked won't return on my own accord. We ordered the face bacon, tripe and dumplings, Swiss chard, Ham and biscuits, and pork tenderloin sandwich. Nothing was overly impressive. Going to try the sticky toffee pudding for dessert and see where that leaves me! My bf said I should quit while I'm ahead, lol!!",802,"Washington, DC",The Pig,Angela I.,"Bethesda, MD",2022902821,/biz/the-pig-washington-2
4.0,5.0,Perfectly cooked mouth watering pork and perfect old fashioneds. Beautiful interior and well crafted tables. Elegant menu. Couldn't ask for anything more. Try the face bacon and braised cheeks. I could eat here any time.,802,"Washington, DC",The Pig,Cody S.,"Saint Louis, MO",2022902821,/biz/the-pig-washington-2
4.0,4.0,"**FOR BOURBON AND BACON LOVERS**My first meal in DC did not disappoint.Came here for Happy Hour (4-7PM) and sat at the bar.PARKING========Colonial Parking on P St. between 14th and 15th St. next to Lululemon & Pitango.Washington Plaza Hotel at 14th St. and Thomas Circle.AMBIANCE=========Farmer's tavern.Rustic, not chic.FOOD=====HICKORY BBQ SANDWICH - $6 Pulled pork butt, buttermilk slaw, and pickles were quite good. A bit on the sweeter side. But paired with bourbon tasted better.RATING: 4/5BEVERAGE=========Flight of 4 Bourbons - $7Noah's Mill, Rowan's Creek, Filibuster Rye, and Booker's Noe MillRATING: 5/5EIGHT WEEKS 'TIL THE SLAUGHTER - $12 Eight week aged manhattan. One of the bests I've had. Good shit. This one put me to bed, literally.RATING: 5/5DESSERT=========BANANA SPLIT - $10I met a stranger at the bar and we split the banana split (get it). It was a wonderful sweet treat to end the evening. Loaded with vanilla, strawberry, chocolate gelato, whipped cream, banana, caramel, chocolate, cherry, and that heavenly bacon peanut brittle. OMG.RATING: 4/5Overall, a fantastic introduction to 14th Street and Logan Circle's great dining options. RECOMMEND for bacon lovers, carnivores, and bourbon drinkers.",802,"Washington, DC",The Pig,Betty N.,"Beverly Hills, CA",2022902821,/biz/the-pig-washington-2
4.0,4.0,"Delicious! The atmosphere is casual, chill and relaxed.The only downside is that service was pretty slow. Granted it could've been a busy night (Thursday night), and there was a pretty large party sitting in what could have been our section, but it felt like my boyfriend and I waited ages for everything. Still worth a try though.",802,"Washington, DC",The Pig,Emily L.,"Washington, DC",2022902821,/biz/the-pig-washington-2
