user_location,user_latitude,user_longitude
"Unionville, CT",41.7578769,-72.8862121
"Belleville, IL",38.5200504,-89.98399350000004
"Ashby, MA",42.6778657,-71.8203525
"Flemington, NJ",40.5123258,-74.85933179999998
"Winter Park, FL",28.6000625,-81.34274374
"Mount Juliet, TN",36.200055,-86.5186054
"Homewood, AL",33.4717732,-86.8008228
"Canterbury, New Zealand",-43.49417605,171.8098448
"Manzanita, OR",45.7184398,-123.9351354
"Sumter, SC",33.9204354,-80.3414693
"South Weymouth, MA",42.1751002,-70.9494899
"Homestead, Pittsburgh, PA",40.4122556,-79.920589
"Kingstowne, VA",38.7747251,-77.1350325
"Decatur, IL",39.8628075,-88.89387182
"Swedesboro, NJ",39.7476136,-75.31046540000001
"St. Charles, IL",41.9141984,-88.30869770000002
"Little Italy, San Diego, CA",32.7234579,-117.168272
"Northwest, Columbus, OH",39.9622601,-83.00070649999998
"Lafayette, LA",30.2240897,-92.0198427
"Livonia, NY",42.8214525,-77.6686097
"Muskogee, OK",35.6630196,-95.3927706
"Little Tokyo, Los Angeles, CA",34.04779,-118.2411848
"Farmington, MN",44.6402434,-93.1435497
"Fountain Valley, CA",33.7038145,-117.96273490000002
"Port Chester, NY",41.0017643,-73.6656834
"East Oakland, Oakland, CA",43.0313965,-80.2842833
"Alpharetta, GA",34.0709576,-84.2747329
"Montrose, Houston, TX",29.7604526,-95.3924801
"Brigantine, NJ",39.4101171,-74.3645906
"Highland Mills, NY",41.34703820000001,-74.12625600000001
"Liedekerke, Belgium",50.8711313,4.0860754
"Grand Haven, MI",43.0630734,-86.2283864
"Romeoville, IL",41.6475306,-88.0895061
"Lilburn, GA",33.8901036,-84.1429719
"Burlington, NC",36.0956918,-79.43779909999998
"Palmdale, CA",34.5793131,-118.1171108
"Richmond Hill, Canada",43.8702788,-79.4381534
"Oak Island, NC",33.904618400000004,-78.0827699
"Sumner, WA",47.20618820000001,-122.2312383
"Akron, PA",40.1567616,-76.2021742
"League City, TX",29.5074538,-95.0949303
"Reading, PA",40.335345,-75.9279495
"Lake Havasu City, AZ",34.483901,-114.3224548
"Middle River, MD",39.3342745,-76.43940570000002
"Montgomery County, MD",39.14062670000001,-77.20756120000001
"Groves, TX",29.9482695,-93.9171155
"Sykesville, MD",39.3737149,-76.9677566
"Ocean View, NJ",39.1765032,-74.7334961
"Flatiron, Manhattan, NY",40.7410861,-73.98962972
"Clermont, FL",28.5395705,-81.75219848
"Fayetteville, NC",35.0529931,-78.87870579999998
"WINDSOR MILL, MD",39.3328839,-76.7594179
"Queenstown, MD",38.9906679,-76.15772679999998
"Studio City, CA",34.148398900000004,-118.3961877
"Downtown, Houston, TX",29.7384886,-95.3824303
"Collegeville, PA",40.1856597,-75.451571
"Chesapeake, VA",36.7183708,-76.2466798
"Great Mills, MD",38.2367924,-76.4971762
"Hoffman Estates, IL",42.0426639,-88.079871
"Göteborg, Sweden",57.7072326,11.9670171
"Irving Park, Chicago, IL",41.95336500000001,-87.73644709999998
"Hartford, WI",43.3177776,-88.378857
"Woods Cross, UT",40.8716964,-111.8925775
"Downtown, Memphis, TN",35.134236,-90.042808
"Brewster, OH",40.707003,-81.5981799
"Kalamazoo Township, MI",42.291707,-85.5872286
"Clear Lake, Houston, TX",31.39842985,-95.71119331
"Black Diamond, WA",47.3083078,-122.0037583
"Pearl River, NY",41.0586333,-74.0218967
"University Park, MD",38.9703884,-76.941919
"Oceanside, San Diego, CA",33.1958696,-117.3794834
"Red Lion, PA",39.9009334,-76.6058001
"Destin, FL",30.3935337,-86.49578340000002
"Burbank, IL",34.181648200000005,-118.3258554
"Burlington, Canada",43.32356420000001,-79.80115529999998
"Fishers, IN",39.9555928,-86.01387290000002
"Maywood, NJ",40.902599,-74.0618074
"Nashua, NH",42.7653662,-71.467566
"Oakley, CA",37.9974219,-121.7124536
"Mount Vernon, OH",40.3933956,-82.4857181
"Sierra Madre, CA",34.1616729,-118.0528456
"New Hope, PA",40.3642728,-74.9512785
"El Cajon, CA",32.7947731,-116.9625269
"Southeast, Washington, DC",38.8621199,-76.9754068
"Burlington, MA",42.5048167,-71.1956111
"Holmes, PA",39.9042791,-75.3085204
"Ashland, WI",46.5930765,-90.8838706
"Indio, CA",33.71928079999999,-116.2188054
"Weed, CA",41.4226498,-122.3861269
"Point Pleasant, NJ",40.0831714,-74.0681931
"Dorado, Puerto Rico",18.4317317,-66.27966828
"Everett, WA",47.9673056,-122.2013998
"Fort Walton Beach, FL",30.4057552,-86.618842
"Redwood City, CA",37.4852152,-122.2363548
"Mililani, HI",21.4508308,-158.00957830000004
"Dallas, PA",32.3117968,-87.1046643
"Downtown, San Diego, CA",33.1253528,-117.0752134
"Land O' Lakes, FL",28.2188992,-82.4575938
"Randallstown, MD",39.3676844,-76.7954545
"Cle Elum, WA",47.195707,-120.9525489
"Suitland, MD",38.848724,-76.9238625
"Lititz, PA",40.15712720000001,-76.30716740000003
"St. Pete Beach, FL",27.7253065,-82.741212
"Pooler, GA",32.1158983,-81.24951309999999
"Bladensburg, MD",38.93929970000001,-76.9337983
"São Paulo, Brazil",-23.5476397,-46.637365
"Springfield, NJ",40.698551,-74.33284766
"Skokie, IL",42.0333694,-87.73339720000001
"Dripping Springs, TX",30.1844345,-98.08248003
"East Lansing, MI",42.73554160000001,-84.4852469
"Rye, NY",40.9808209,-73.684294
"San Marcos, CA",33.1433723,-117.1661449
"Prosper, TX",33.2327235,-96.839902
"Prairie Village, KS",38.9914109,-94.6332768
"Bloomfield Hills, MI",42.583645,-83.24548829999998
"West Henrietta, NY",43.0400626,-77.6616685
"Lynwood, CA",33.9303225,-118.2114933
"East Providence, RI",41.81371160000001,-71.37005450000002
"Floresville, TX",29.1335781,-98.1561192
"Galleria/Uptown, Houston, TX",,
"Mount Laurel, NJ",39.934002,-74.8909988
"Jonesborough, TN",36.2942723,-82.47347859999998
"Morgantown, WV",39.629526,-79.9558968
"Castro Valley, CA",37.6940861,-122.0863605
"Davenport, FL",28.161404600000004,-81.6017417
"Cedar Rapids, IA",41.9758872,-91.6704053
"Freeland, MI",43.5250265,-84.1227598
"Quantico, VA",38.5228755,-77.29018620000002
"Nob Hill, San Francisco, CA",37.7932622,-122.415249
"San Ramon, CA",37.7799273,-121.9780153
"Laguna Hills, CA",33.5948758,-117.6882067
"Le Droit Park, Washington, DC",38.9159068,-77.0157211
"Littleton, MA",42.5375917,-71.51200959999998
"Alt de Santa, Puerto Rico",,
"Statesboro, GA",32.4487877,-81.78316740000002
"Roseville, CA",38.7521235,-121.28800590000002
"Munich, Germany",48.1371079,11.575382199999998
"Lake Mary, FL",28.7566325,-81.33888114
"McFarland, WI",43.0123487,-89.2897646
"Forest Hills, Queens, NY",40.7232458,-73.84661311
"Oxford, MS",34.366412700000005,-89.5187664
"Madrid, Spain",40.4167047,-3.7035825
"OAKLAND GARDENS, NY",40.753991,-73.765966
"Cave Creek, AZ",33.8333716,-111.95070420000002
"Silverdale, WA",47.65940910000001,-122.6766317
"Westport, CT",41.1414855,-73.3578955
"Wheaton, MD",39.0398314,-77.05525540000002
"Peabody, MA",42.5278731,-70.92866090000003
"Clearlake, CA",38.9582307,-122.62637279999998
"Lochearn, MD",39.3406619,-76.7221944
"Aliso Viejo, CA",33.5761376,-117.7258122
"Moreno Valley, CA",33.937517,-117.23059440000002
"Akron, OH",41.0830643,-81.5184854
"Washington Court House, OH",39.5364511,-83.4390843
"Boonsboro, MD",39.50613320000001,-77.652425
"Bainbridge Island, WA",47.65526,-122.5350862
"Chatsworth, CA",34.2595715,-118.6023247
"Kendall Park, NJ",40.4209391,-74.560711
"Fishersville, VA",38.1009639,-78.96973050000003
"Talleyville, DE",39.8090011,-75.548813
"Butte, MT",45.9838436,-112.5007277
"Hillsborough, NJ",40.4776044,-74.6268245
"Decatur, GA",33.7737582,-84.29606899999997
"Middletown, OH",39.5150576,-84.39827629999998
"Inglewood, CA",33.9616801,-118.3531311
"Kissimmee, FL",28.2920249,-81.40780129999997
"South San Francisco, CA",37.6549493,-122.4081251
"Amarillo, TX",35.2072185,-101.8338246
"CBD, Denver, CO",,
"Rogers, AR",36.3075975,-94.08133815
"Coogee, Australia",-33.9217004,151.2557975
"Somis, CA",34.2572261,-118.9962124
"Great Falls, MT",47.5048851,-111.2918908
"Agoura Hills, CA",34.1363945,-118.7745348
"Ypsilanti, MI",42.2411499,-83.6129939
"Monroe County, NY",43.150094,-77.6810141
"Lake Zurich, IL",42.1969689,-88.0934108
"Concord, NH",43.207106,-71.53702159999997
"Highland, MD",39.1791091,-76.95756340000001
"Burnsville, MN",44.7677424,-93.2777226
"Joppa, MD",39.433719,-76.3577373
"Belmond, IA",42.8462018,-93.612908
"Rio de Janeiro, Brazil",-22.9110137,-43.2093727
"Ruskin, FL",27.7208575,-82.43315279999999
"Stratham, NH",43.015056,-70.89991148
"Boonton Township, NJ",40.9025989,-74.40709709999999
"Lothian, MD",38.8317815,-76.611351
"Oxnard, CA",34.1975048,-119.17705159999998
"Harvest, AL",34.8556441,-86.7508323
"Glendale, AZ",33.558997,-112.404683
"Daly City, CA",37.7057671,-122.4619205
"Northern, VA",38.954928,-94.4533929
"Elkton, MD",39.6067789,-75.8332718
"San Bruno, CA",37.6304904,-122.4110835
"Los Angeles County, CA",34.315507200000006,-118.2096814
"Lincoln, NE",40.8000554,-96.6674005
"Macedonia, OH",41.3136664,-81.5084499
"Unicorn Crossing, MD",,
"Washington, VA",36.7403876,-81.9425745
"Science Hill, KY",37.1770222,-84.6357766
"Langhorne, PA",40.17455379999999,-74.9226665
"Mustang, OK",35.384227,-97.7244813
"Capistrano Beach, CA",33.4625277,-117.6717175
"Solon, OH",41.3897764,-81.4412259
"Bad Breisig, Germany",50.5092867,7.2980569000000015
"Greenwich, CT",41.0264862,-73.6284598
"Central Point, OR",42.3767823,-122.9127212
"Cumberland, RI",41.9667656,-71.4328363
"Santee, CA",32.8383828,-116.97391670000002
"Carol Stream, IL",41.9125286,-88.1347927
"Medina, OH",41.1000764,-81.9382517
"Gardendale, AL",33.6665055,-86.79795589
"Loveland, CO",40.39776120000001,-105.0749801
"Harrisville, NH",42.9450815,-72.0964713
"Bozeman, MT",45.6799842,-111.0446748
"Schenectady, NY",42.8095455,-74.021672
"Metairie, LA",30.001721000000003,-90.17665418
"Fair Oaks, CA",39.37849779999999,-123.34139840000002
"Homer, NY",42.6370141,-76.17881740000001
"Mount Vernon, IA",41.9222443,-91.4171209
"Parkland, FL",26.3100794,-80.23727
"Bloomingdale, NJ",41.002147,-74.32633259999999
"East Stroudsburg, PA",40.9995386,-75.1812913
"Carrboro, NC",35.91014379999999,-79.0752895
"Seaside, CA",36.62580850000001,-121.8170358
"Boothwyn, PA",39.8301125,-75.4415843
"Tarrant, TX",32.7513658,-97.335696
"Aurora, IL",41.7605849,-88.3200715
"Woodinville, WA",47.75458270000001,-122.1588902
"Round Hill, VA",39.132605100000006,-77.7686051
"Palm Beach, FL",26.6279798,-80.44941740000002
"Southern Pines, NC",35.1740471,-79.39225390000001
"Point of Rocks, MD",39.2759354,-77.5391546
"Cheektowaga, NY",42.9033917,-78.7547536
"Bluffton, SC",32.2371465,-80.8603868
"Mooresville, NC",35.570746,-80.81829920000001
"Lakewood, WA",47.17140850000001,-122.5164
"South River, NJ",40.446495,-74.38598309999998
"Blanchard, OK",35.137842799999994,-97.6580904
"Riverdale Park, MD",38.96151029999999,-76.9296515
"Bandera, TX",29.7270068,-99.0724586
"Pomfret Center, CT",41.88732,-71.962018
"Hampshire, MA",42.3432499,-72.62133390000002
"Prospect Heights, NY",40.6778708,-73.9684725
"Bailey's Crossroads, Falls Church, VA",,
"American Fork, UT",40.3768954,-111.7957645
"Westminster, MD",39.5752639,-76.9959277
"Milltown, NJ",40.4562165,-74.4432073
"Vernon Rockville, CT",41.8553614,-72.4495967
"Issaquah, WA",47.5348778,-122.0432974
"Coconut Grove, FL",25.7398164,-80.2388468
"Frankfort, IL",38.2009055,-84.8732836
"Thousand Oaks, CA",34.17142715,-118.9105876
"Dolores, CO",37.7524811,-108.4596087
"Scarborough, Toronto, Canada",43.7729273,-79.2576057
"Gramercy, Manhattan, NY",40.7379303,-73.9859249
"Kamuela, HI",20.0193851,-155.6684951
"Chanhassen, MN",44.8618403,-93.5307207
"West Bloomfield, MI",44.2208134,-88.9717809
"Somset, United Kingdom",,
"Dover, NJ",40.883988,-74.56210250000002
"Belmar, NJ",40.1784471,-74.0218037
"Chinatown, Boston, MA",42.352444,-71.062527
"Long Island City, Queens, NY",40.7455316,-73.9484995
"Corvallis, OR",44.5645659,-123.2620435
"Crum Lynne, PA",39.8723347,-75.3279662
"White House, TN",36.4703232,-86.65138449999998
"Kentfield, CA",37.9519958,-122.5572116
"Playa del Rey, CA",33.9550828,-118.4367496
"Glen Ridge, NJ",40.80537800000001,-74.2037566
"Cypress, TX",29.969111600000005,-95.6971685
"Shrewsbury, PA",39.7687574,-76.67965179999999
"Flushing, Queens, NY",40.7654301,-73.8174291
"Sun Valley, Los Angeles, CA",34.2175042,-118.3703576
"Cedar Park, TX",30.4650543,-97.8126677
"Bloomington, IL",40.4731073,-88.9941403
"Franz Park, Saint Louis, MO",38.6217203,-90.30318316
"Bolingbrook, IL",41.7003302,-88.0717708
"Englewood Cliffs, NJ",40.8853773,-73.9523597
"Englewood, CO",39.6482059,-104.9879641
"Gainesville, GA",34.2978794,-83.8240663
"Bedminster, NJ",40.680657,-74.6454373
"Magnolia, DE",39.0717985,-75.47557712
"San Juan, Puerto Rico",18.38423905,-66.05343987
"Mid-Cambridge, MA",42.3637328,-71.1015015
"Hudson, MA",42.3913088,-71.5678236
"Woodville, TX",30.7749415,-94.42433179
"Tuscumbia, AL",34.7312005,-87.70253000000002
"North Babylon, NY",40.7164881,-73.3217861
"Gallup, NM",35.5283573,-108.7439489
"Far Hills, NJ",40.684268,-74.63571479999997
"Bayside, NY",40.76843510000001,-73.77707740000002
"South Boston, Boston, MA",42.33343120000001,-71.0494949
"Northern Liberties, Philadelphia, PA",39.9650487,-75.1418546
"Oceanside, NY",40.6387141,-73.6401296
"Baltimore City, MD",39.279234,-76.5716818
"Cape Elizabeth, ME",43.563696,-70.2000467
"Lubbock, TX",33.5778631,-101.8551665
"Leonardtown, MD",38.2912431,-76.6357946
"Cranford, NJ",40.65843579999999,-74.2995923
"Vallejo, CA",38.1040864,-122.25663670000002
"Lebanon, PA",40.3465499,-76.4283812
"Great Barrington, MA",42.20767315,-73.34918621
"Oakmont, PA",40.5217347,-79.8422719
"Nipomo, CA",35.0358216,-120.4964188
"Kanata, Canada",61.0666922,-107.9917071
"Mosier, OR",45.68333060000001,-121.397295
"Moab, UT",38.5738096,-109.5462146
"Haverford, PA",40.01316720000001,-75.2943516
"Zion, PA",40.9142294,-77.68472109999998
"Dublin, CA",37.7021521,-121.9357918
"Chelsea, Manhattan, NY",40.7464906,-74.00152829999998
"Rowlett, TX",32.9029017,-96.56388
"Buena Park, CA",33.870413,-117.9962165
"San Pablo, CA",37.96214570000001,-122.3455263
"Jamestown, NC",35.994105299999994,-79.9356589
"Huger, SC",33.0965591,-79.803412
"Unalaska, AK",53.9256265,-166.5746265
"Corpus Christi, TX",27.8002542,-97.3955744
"Marine Park, Brooklyn, NY",40.5955682,-73.91661001
"Lansing, MI",42.73377120000001,-84.5553805
"Millstone, NJ",40.4992707,-74.5887679
"Sydney, Australia",-33.8548156,151.2164539
"Melbourne, Australia",-37.8142175,144.9631608
"Lafayette, IN",40.4167022,-86.8752869
"Hasbrouck Heights, NJ",40.85815529999999,-74.0806971
"Duluth, GA",34.0028569,-84.14410459999998
"Doral, FL",25.8184725,-80.35396781
"Starkville, MS",33.45936245,-88.82985418
"Redmond, WA",47.6694141,-122.1238767
"Yonkers, NY",40.9312099,-73.8987469
"Hampton Falls, NH",42.928216,-70.88805303
"Poolesville, MD",39.14593920000001,-77.4169311
"McHenry, IL",42.3294391,-88.4605713
"Burlington, VT",44.4723989,-73.2114941
"Yardley, PA",40.245664,-74.84599720000001
"Tillson, NY",41.8289818,-74.068475
"East Boston, Boston, MA",42.3750973,-71.03921729999998
"Strongsville, OH",41.3144733,-81.83511
"Tenafly, NJ",40.9253766,-73.96291540000001
"Savoy, IL",40.05475300000001,-88.2517165
"Belmont, CA",37.5202145,-122.27580079999998
"Mons, Belgium",50.4549568,3.951958
"Villanova, PA",44.985725,9.2915544
"Groton, MA",42.6112242,-71.5745402
"Monrovia, CA",34.1483499,-118.0014517
"Florence, MA",34.79981,-87.677251
"Rome, Italy",41.8933439,12.4830718
"Glen Cove, NY",40.8623217,-73.63373890000003
"Ranson, WV",39.2951013,-77.86055079999998
"Woodland Hills, CA",34.1683386,-118.6059197
"Woodstock, VT",43.6244967,-72.518794
"Porter Ranch, Los Angeles, CA",,
"WOODLAND HLS, CA",,
"Poulsbo, WA",47.7391366,-122.63928
"Beckley, WV",37.77817020000001,-81.18815570000002
"Versailles, KY",38.052576,-84.7299464
"Jackson, MS",32.4104385,-90.16206489
"Birdsboro, PA",40.26453710000001,-75.8040852
"Downers Grove, IL",41.7946074,-88.00689990000002
"Sahuarita, AZ",31.957581800000003,-110.955646
"Jackson, NJ",40.1151766,-74.3647772
"Catlett, VA",38.6537308,-77.6405458
"Westhampton, NY",40.82454370000001,-72.6662075
"Hinsdale, IL",41.80086420000001,-87.9370052
"Athens, GA",33.9595974,-83.376678
"Nokesville, VA",38.698729,-77.5797119
"Celebration, FL",28.312333,-81.55408528
"Manchester, WA",42.484154,-91.4554252
"Arnold, MD",39.0320784,-76.5025431
"Whitethorn, CA",40.0237557,-123.9430832
"Chesterfield, MO",38.6560565,-90.5742029
"Fontana, CA",34.0922335,-117.435048
"Lookout Mountain, TN",34.9942422,-85.3494027
"Roslindale, MA",42.2912093,-71.12449659999999
"Johnson City, NY",42.1156308,-75.9588092
"Media, PA",39.9167783,-75.387693
"Randolph, NJ",40.538447,-74.5563259
"Downtown Berkeley, Berkeley, CA",37.87010225,-122.2681361
"Carnegie, Pittsburgh, PA",40.44270945,-79.95047543
"Vestal, NY",42.0850747,-76.053813
"Curtis Bay, MD",39.2257902,-76.5892145
"Lenexa, KS",38.9536174,-94.7335709
"Redding, CA",40.5863563,-122.3916754
"Ormond Beach, FL",29.2858129,-81.05588940000001
"Dorchester, MA",38.3930694,-76.09956770000002
"Manchester, MA",42.99563970000001,-71.4547891
"Petersburg, VA",37.2044555,-77.39053111
"Malibu, CA",33.7311196,-117.7645117
"Braintree, MA",42.2223218,-70.999492
"El Monte, CA",34.0751571,-118.036849
"Lake Ridge, VA",38.687894,-77.2977618
"Robinson, IL",39.0053201,-87.7391936
"Mattawan, MI",42.2094839,-85.784453
"Stow, MA",42.4365949,-71.50500090000001
"Kings Park, NY",40.886209,-73.25733690000001
"Jefferson, VA",38.8645565,-77.1877587
"Schoten, Belgium",51.2516344,4.4980446
"Whitestone, NY",40.79454570000001,-73.81846740000002
"Longmont, CO",40.1672117,-105.1019287
"Bellevue, ID",43.4635179,-114.2605998
"Menlo Park, CA",37.4538274,-122.1821871
"West, Amsterdam, The Netherlands",52.3786174,4.857940647
"Dalton, PA",41.5342441,-75.73602530000002
"La Crescenta, CA",34.2239835,-118.24039740000002
"Fort Dodge, IA",42.49746939999999,-94.1680158
"Glenview, IL",42.0700662,-87.81140440000001
"Coronado, CA",32.6858854,-117.1830891
"Pacifica, CA",37.6138253,-122.48691940000002
"Westmont, IL",41.79586389999999,-87.9756175
"Princeton Township, NJ",40.349246,-74.66852929
"Napa, CA",38.2891775,-122.2937063
"Clayton, CA",37.9410341,-121.9357925
"Oreland, PA",40.115489,-75.1811615
"Cocoa, FL",28.3821505,-80.775798
"Trabuco Canyon, CA",33.6626232,-117.58938
"Cidade Ademar, São Paulo, Brazil",-23.669186,-46.65881
"Saint Petersburg, FL",27.7703796,-82.66950849999998
"Columbus, GA",32.4609764,-84.9877094
"Fort Belvoir, VA",38.7107385,-77.14367618
"Niles, MI",41.8297694,-86.2541768
"Camp Springs, MD",38.8040027,-76.90663959999998
"Dunedin, FL",28.04607050000001,-82.79673036
"Crystal City, MO",38.2211656,-90.3790094
"Mechanicsville, VA",37.628341,-77.35441572
"Mechanicsville, MD",38.4429021,-76.74385440000002
"Alexandria West, VA",38.8051095,-77.0470229
"Glenwood Grove - North Iris, CO",,
"Terre Haute, IN",39.4667025,-87.4139119
"Absecon, NJ",39.4284503,-74.49570759999997
"Coral Springs, FL",26.271192,-80.27060440000002
"Mt Pleasant, SC",32.794065100000005,-79.86258509999998
"JAMAICA, NY",40.6914852,-73.8056771
"Court House, Arlington, VA",38.89121110000001,-77.085624
"Carrollwood, FL",28.0500175,-82.492873
"Prague, Czech Republic",50.0874401,14.4212556
"Norwalk, CT",41.1175966,-73.4078968
"Fayetteville, NY",43.02978870000001,-76.00436429999998
"Clovis, CA",36.8252277,-119.7029194
"South Berkeley, Berkeley, CA",37.8551575,-122.2723752
"Pomona, CA",34.0552886,-117.7522793
"PORTER RANCH, CA",34.2737576,-118.56975590000002
"Gig Harbor, WA",47.3259697,-122.5878659
"Canberra, Australia",-35.2819367,149.128894
"Acworth, GA",34.0659329,-84.67687959999998
"Newcastle, Australia",-32.9272881,151.7812534
"Nassau, NY",40.7412643,-73.5877699
"Woodbury, NJ",39.8381691,-75.15267740000002
"Langley, Canada",49.1,-122.65
"Park View, Washington, DC",38.9334691,-77.02130140000001
"Kettering, OH",39.6895036,-84.16882740000001
"Norristown, PA",40.121497,-75.3399048
"Boynton Beach, FL",26.525349100000003,-80.0664309
"Oak Creek, WI",42.8858503,-87.86313620000001
"Copenhagen, Denmark",55.6867243,12.5700724
"Fallbrook, CA",33.3764196,-117.2511466
"Fort Hood, TX",31.20143875,-97.77175771
"Winterville, NC",35.5290511,-77.4010762
"Humble, TX",29.9988312,-95.2621553
"Westwood, Houston, TX",29.68247765,-95.5549082
"Brookfield, CT",41.48259470000001,-73.4095652
"Borough of Princeton, NJ",40.3492744,-74.6592958
"Lake Manassas, VA",38.7733769,-77.66128929
"Mayagüez Pueblo, Puerto Rico",18.21383815,-67.14256105
"Albany, OR",44.6365071,-123.1059324
"Princeton Junction, NJ",40.31733010000001,-74.61987909999998
"Missoula, MT",46.879583,-113.921459
"Plainsboro, NJ",40.3334409,-74.60043409999999
"Panama City Beach, FL",30.1765914,-85.8054879
"Long Pond, PA",41.053422,-75.4629636
"Ossining, NY",41.1609095,-73.87811644
"Piscataway Township, NJ",40.551683,-74.47481897
"Henderson, TN",35.6418311,-88.3949437
"West Newbury, MA",42.8014795,-70.989778
"Cranberry Township, PA",40.7099343,-80.10605059999997
"Panama City, FL",30.1600827,-85.6545729
"Easley, SC",34.826927600000005,-82.5817053
"Glenwood, MD",39.2875302,-77.0276051
"Temperance, MI",41.7793487,-83.56883859999998
"Amherst, MA",42.38036760000001,-72.523143
"Cordova, TN",35.1556451,-89.7761955
"Schiller Park, IL",41.9558637,-87.8708965
"Canfield, OH",41.0250584,-80.7609121
"Florence, AL",34.79981,-87.677251
"Orland Park, IL",41.6303103,-87.8539425
"Needham Heights, MA",42.2934385,-71.2359901
"Norcross, GA",33.9412127,-84.2135309
"Biddeford, ME",43.4925843,-70.4533844
"Galveston, TX",29.29932800000001,-94.7945882
"Sewickley, PA",40.5364566,-80.1845031
"Victor, NY",42.9825634,-77.40887940000002
"Richmond, TX",29.5821811,-95.7607832
"Bangor, PA",40.8656515,-75.20656770000002
"Edinburgh, United Kingdom",55.9483544,-3.1931187000000003
"Half Moon Bay, CA",37.4635519,-122.4285862
"Montvale, NJ",41.0467635,-74.02291729999997
"Paulsboro, NJ",39.830391,-75.2404608
"Dennis, MA",41.73538720000001,-70.19390870000001
"Manhattan Beach, Los Angeles, CA",33.8950839,-118.4000147
"Vero Beach, FL",27.6387163,-80.39753990000001
"Pentagon City, Arlington, VA",38.8618824,-77.0595389
"Howell, MI",42.6072552,-83.9293952
"Wilton, CT",41.1953739,-73.4378988
"York, PA",39.962398,-76.72739200000002
"Wheeling, WV",40.063961600000006,-80.72091490000003
"Deer Park, NY",40.7617653,-73.3292858
"Kannapolis, NC",35.4873613,-80.62173409999998
"Brunswick, GA",31.1499528,-81.4914894
"Bridgeton, MO",38.7669954,-90.4115057
"Waianae, HI",21.4454875,-158.18782380000005
"Trevose, PA",40.1392766,-74.98100190000002
"Sicklerville, NJ",39.7173375,-74.9693329
"Tizimín, Mexico",21.1409319,-88.15016379999999
"Stony Brook, NY",40.92565379999999,-73.14094300000002
"Port Haywood, VA",37.3859704,-76.31716479999999
"Hayden, ID",47.7660161,-116.7865815
"Ipswich, MA",42.6792602,-70.8411612
"Macon, GA",,
"RIDGEWOOD, NY",,
"Fuquay Varina, NC",,
"Petworth, Washington, DC",,
"Gardena, CA",,
"Arvada, CO",,
"Spartanburg, SC",,
"Chester, VA",,
"Michigan Park, Washington, DC",,
"Melbourne, Melbourne, Australia",,
"Allison Park, PA",,
"Bethany Beach, DE",,
"Sandusky, OH",,
"White Plains, NY",,
"Kalorama, Washington, DC",,
"Aspen Hill, MD",,
"Mableton, GA",,
"NoMa, Washington, DC",,
"Kingsville, MD",,
"Scarsdale, NY",,
"Bedford-Stuyvesant, NY",,
"Rochester Hills, MI",,
"Carmel, IN",,
"Westchester, IL",,
"Triangle, VA",,
"Freehold, NJ",,
"Berwyn Heights, MD",,
"Glendale, Los Angeles, CA",,
"Millersville, MD",,
"North Dallas, Dallas, TX",,
"Cheverly, MD",,
"Glasgow, United Kingdom",,
"Kathleen, GA",,
"Edgewood, Washington, DC",,
"Connersville, IN",,
"Commerce City, CO",,
"Lebanon, NH",,
"Norman, OK",,
"Prospect Heights, Brooklyn, NY",,
"Suffolk, NY",,
"Hayes Valley, San Francisco, CA",,
"Deale, MD",,
"Castaic, CA",,
"Radcliff, KY",,
"Waynesville, NC",,
"Olive Branch, MS",,
"Harvard, MA",,
"Meridian, ID",,
"Rosedale, MD",,
"Totowa, NJ",,
"Monmouth Junction, NJ",,
"Downtown, Austin, TX",,
"Bloomfield Township, MI",,
"Clarendon, Arlington, VA",,
"Hackensack, NJ",,
"Riverview, FL",,
"Brussels, Belgium",,
"Beaumont, TX",,
"Goddard, MD",,
"Avenue of the Arts North, Philadelphia, PA",,
"Baldwin, NY",,
"North End, Boston, MA",,
"New Centre, NC",,
"Bluemont, VA",,
"South Lyon, MI",,
"South Kingstown, RI",,
"Highland, CA",,
"Goshen, IN",,
"La Mesa, CA",,
"Tottenham, London, United Kingdom",,
"ST THOMAS, U.S. Virgin Islands",,
"Sandy Springs, GA",,
"Haltom City, TX",,
"West Covina, CA",,
"Clifton, NJ",,
"Mount Rainier, MD",,
"Santa Monica, Los Angeles, CA",,
"Rotterdam, The Netherlands",,
"Millington, TN",,
"Clovis, NM",,
"Camden, NJ",,
"Spring Valley, Washington, DC",,
"Aston, PA",,
"Bellaire, TX",,
"Grosse Pointe, MI",,
"Bucks County, PA",,
"Ambridge, PA",,
"Franklin, MI",,
"Ewa Beach, HI",,
"South Street Seaport, Manhattan, NY",,
"Euclid, OH",,
"Cumming, GA",,
"Manhasset, NY",,
"Bruxelles, Brussels, Belgium",,
"Belcamp, MD",,
"Glenmoore, PA",,
"Levittown, NY",,
"Garland, TX",,
"Santee, San Diego, CA",,
"Fort Leavenworth, KS",,
"The Strip, Las Vegas, NV",,
"Crown Heights, NY",,
"RIVERDALE, MD",,
"Front Royal, VA",,
"Waterford, MI",,
"London, Canada",,
"Little Falls, NJ",,
"East Village, San Diego, CA",,
"Downtown, Canada",,
"Monroeville, PA",,
"Brentwood, CA",,
"Pelham, NY",,
"Barrington, RI",,
"Springdale, MD",,
"Downtown, Los Angeles, CA",,
"Bradenton, FL",,
"La Puente, CA",,
"Lakewood, OH",,
